Version ID	Master ID	Skeletal code	Publication	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data type	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Family ID and position within family	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
HG01509.SG	HG01509	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1135908	M	n/a (no relatives detected)	J-Z631	J2b2a1a1a1a1a1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.742	0.011	0	0.138	0.548	0.314	0.013	0.015	0.019	16.5	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000186
HG01510.SG	HG01510	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1088754	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.764	0.011	0	0.121	0.551	0.328	0.012	0.016	0.019	17.3	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000869
HG01527.SG	HG01527	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1145763	M	n/a (no relatives detected)	I-Y3670	I2a1b1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.767	0.012	0	0.114	0.549	0.337	0.012	0.015	0.017	19.8	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0
HG01528.SG	HG01528	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1139840	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.748	0.012	0.00005	0.121	0.544	0.335	0.013	0.016	0.018	18.6	0.00005	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.004368
HG01530.SG	HG01530	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1144913	M	n/a (no relatives detected)	T-CTS9984	T1a2b1a1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.746	0.012	0.00001	0.13	0.538	0.332	0.013	0.016	0.018	18.4	0.00001	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.002883
HG01531.SG	HG01531	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1142061	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.739	0.012	0	0.115	0.532	0.353	0.014	0.017	0.02	17.7	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000026
HG01668.SG	HG01668	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1099407	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.738	0.011	0	0.126	0.5	0.374	0.012	0.016	0.019	19.7	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0
HG01669.SG	HG01669	..	1KGPhase3	Modern	0	0	present	IBS.SG	Extremadura	Spain	..	..	Shotgun	..	..	1014748	M	n/a (no relatives detected)	R-Z214	R1b1a1b1a1a2a1a1a1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.728	0.012	0	0.138	0.521	0.342	0.013	0.016	0.019	18	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0
HG01685.SG	HG01685	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1133628	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.747	0.011	0	0.112	0.55	0.338	0.013	0.015	0.018	18.8	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0
HG01686.SG	HG01686	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1130343	M	n/a (no relatives detected)	J-Z1884	J1a2a1a2d2b2b2~	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.729	0.012	0.000002	0.152	0.514	0.334	0.013	0.016	0.018	18.6	0.000002	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.005753
HG01704.SG	HG01704	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1140324	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.77	0.011	0	0.096	0.535	0.369	0.012	0.016	0.019	19.4	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_lowWHG	Spain.Portugal_Modern	0
HG01705.SG	HG01705	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1141185	M	n/a (no relatives detected)	R-DF79	R1b1a1b1a1a2a7~	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.741	0.011	0	0.128	0.546	0.326	0.013	0.015	0.018	18.1	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000003
HG01707.SG	HG01707	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1131365	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.738	0.011	0	0.136	0.53	0.333	0.013	0.016	0.019	17.5	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.00046
HG01708.SG	HG01708	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1142797	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.711	0.012	0.000001	0.114	0.508	0.377	0.014	0.015	0.019	19.8	0.000001	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_highSteppe	Spain.Portugal_Modern	0.00046
HG01709.SG	HG01709	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1142888	M	n/a (no relatives detected)	R-Z225	R1b1a1b1a1a2a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.737	0.011	0.000137	0.125	0.533	0.342	0.013	0.015	0.019	18	0.000137	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.1294
HG01710.SG	HG01710	..	1KGPhase3	Modern	0	0	present	IBS.SG	Galicia	Spain	..	..	Shotgun	..	..	1139328	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.747	0.012	0	0.116	0.533	0.351	0.013	0.015	0.018	19.5	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.00078
HG01628.SG	HG01628	..	1KGPhase3	Modern	0	0	present	IBS_o1.SG	Murcia	Spain	..	..	Shotgun	..	..	1112355	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.787	0.012	0	0.089	0.601	0.31	0.014	0.016	0.02	15.5	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_highEEF	Spain.Portugal_Modern	0
HG01630.SG	HG01630	..	1KGPhase3	Modern	0	0	present	IBS_o1.SG	Murcia	Spain	..	..	Shotgun	..	..	1142563	M	n/a (no relatives detected)	R-Z278	R1b1a1b1a1a2a1a1a1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.779	0.011	0	0.106	0.59	0.304	0.012	0.015	0.018	16.9	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_highEEF	Spain.Portugal_Modern	0
HG01617.SG	HG01617	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1136400	M	n/a (no relatives detected)	R-CTS6	R1a1a1b2a2b1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.742	0.012	0.000003	0.119	0.537	0.344	0.013	0.016	0.019	18.1	0.000003	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.003603
HG01618.SG	HG01618	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1141105	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.756	0.012	0	0.118	0.533	0.35	0.013	0.016	0.019	18.4	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0
HG01697.SG	HG01697	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1145941	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.728	0.012	0	0.109	0.526	0.364	0.014	0.015	0.019	19.2	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000002
HG01699.SG	HG01699	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1145835	M	n/a (no relatives detected)	E-PF2440	E1b1b1b1b	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.754	0.012	0.000009	0.111	0.562	0.327	0.013	0.016	0.02	16.4	0.000009	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_highEEF	Spain.Portugal_Modern	0.000003
HG01756.SG	HG01756	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1149857	M	n/a (no relatives detected)	J-L70	J2a1a1b2a1b1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.768	0.011	0.000003	0.115	0.558	0.327	0.013	0.016	0.019	17.2	0.000003	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.002709
HG01757.SG	HG01757	..	1KGPhase3	Modern	0	0	present	IBS.SG	Murcia	Spain	..	..	Shotgun	..	..	1149841	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.764	0.012	0	0.101	0.521	0.378	0.013	0.016	0.019	19.9	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_lowWHG	Spain.Portugal_Modern	0
HG01515.SG	HG01515	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1095928	M	n/a (no relatives detected)	R-CTS1450	R1b1a1b1b3a1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.719	0.012	0.666783	0.145	0.529	0.326	0.014	0.016	0.019	17.2	0.666783	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.652263
HG01516.SG	HG01516	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1117147	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.691	0.013	0.083565	0.183	0.507	0.31	0.014	0.016	0.019	16.3	0.083565	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern_highWHG	Spain.Portugal_Modern	0.003239
HG01518.SG	HG01518	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1111390	M	n/a (no relatives detected)	R-L151	R1b1a1b1a1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.715	0.011	0.02653	0.154	0.531	0.315	0.013	0.015	0.019	16.6	0.02653	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.929102
HG01519.SG	HG01519	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1104810	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.703	0.012	0.380344	0.164	0.545	0.291	0.015	0.016	0.02	14.6	0.380344	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.736572
HG01521.SG	HG01521	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1107876	M	n/a (no relatives detected)	R-M153	R1b1a1b1a1a2a1a1a1a1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.711	0.011	0.731117	0.172	0.513	0.315	0.013	0.016	0.02	15.8	0.731117	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.026114
HG01522.SG	HG01522	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1140021	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.696	0.012	0.343594	0.157	0.477	0.366	0.014	0.017	0.02	18.3	0.343594	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.087495
HG01700.SG	HG01700	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1143476	M	n/a (no relatives detected)	R-Z209	R1b1a1b1a1a2a1a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.707	0.012	0.345446	0.154	0.496	0.35	0.013	0.016	0.02	17.5	0.345446	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.26189
HG01702.SG	HG01702	..	1KGPhase3	Modern	0	0	present	IBS.SG	Pais Vasco	Spain	..	..	Shotgun	..	..	1145025	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.725	0.012	0.32344	0.162	0.536	0.302	0.013	0.016	0.018	16.8	0.32344	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.237935
HG01605.SG	HG01605	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1128720	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.733	0.013	0.001034	0.116	0.546	0.338	0.014	0.016	0.019	17.8	0.001034	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.040964
HG01608.SG	HG01608	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1136443	M	n/a (no relatives detected)	R-Z697	R1b1a1b1a1a2a1a1a1	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.734	0.011	0	0.132	0.536	0.331	0.013	0.015	0.018	18.4	0	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	0.000684
HG01773.SG	HG01773	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1135400	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.745	0.012	0.000292	0.126	0.555	0.319	0.014	0.016	0.02	16	0.000292	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.01569
HG01781.SG	HG01781	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1147843	M	n/a (no relatives detected)	J-M319	J2a1a1a2b1b	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.742	0.012	0.000081	0.121	0.549	0.331	0.013	0.016	0.019	17.4	0.000081	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.058845
HG02232.SG	HG02232	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1138884	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.763	0.011	0.000044	0.111	0.574	0.316	0.013	0.015	0.018	17.6	0.000044	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_highEEF	Spain.Portugal_Modern	0.000002
HG02233.SG	HG02233	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1139789	M	n/a (no relatives detected)	R-S499	R1b1a1b1a1a1c2	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.777	0.011	0.000006	0.096	0.553	0.351	0.013	0.016	0.018	19.5	0.000006	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_lowWHG	Spain.Portugal_Modern	0.000931
HG02235.SG	HG02235	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1130807	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.752	0.011	0.002857	0.112	0.533	0.355	0.012	0.015	0.019	18.7	0.002857	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.074374
HG02236.SG	HG02236	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1127529	M	n/a (no relatives detected)	J-Y3020	J2a1a1a2b2a3b~	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.751	0.012	0.000734	0.106	0.539	0.356	0.013	0.016	0.019	18.7	0.000734	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern	Spain.Portugal_Modern	0.015823
HG01606.SG	HG01606	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1131171	M	n/a (no relatives detected)	R-L617	R1b1a1b1a1a2a2a	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.7	0.012	0.030551	0.148	0.515	0.337	0.014	0.015	0.02	16.9	0.030551	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.926725
HG01607.SG	HG01607	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1129741	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.747	0.013	0.012711	0.105	0.519	0.376	0.014	0.016	0.02	18.8	0.012711	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.13464
HG01775.SG	HG01775	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1136477	M	n/a (no relatives detected)	R-P312	R1b1a1b1a1a2	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.737	0.012	0.265038	0.109	0.541	0.35	0.014	0.015	0.019	18.4	0.265038	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.477358
HG01776.SG	HG01776	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1087589	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.707	0.012	0.035148	0.134	0.503	0.363	0.014	0.015	0.019	19.1	0.035148	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.575769
HG01777.SG	HG01777	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1149104	M	n/a (no relatives detected)	R-S7402	R1b1a1b1a1a2b1c1b	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.726	0.011	0.044955	0.137	0.525	0.338	0.014	0.016	0.019	17.8	0.044955	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.747042
HG01779.SG	HG01779	..	1KGPhase3	Modern	0	0	present	IBS.SG	Valencia	Spain	..	..	Shotgun	..	..	1147202	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	n/a (modern)	..	PASS	..	1	1	1	0	1	Spain.Portugal	Spain	Modern	0	0.732	0.012	0.10245	0.132	0.525	0.342	0.013	0.016	0.019	18	0.10245	Use	Spain.Portugal_Modern	Spain_Modern	Spain.Portugal_Modern	Spain.Portugal_Modern	0.792344
TU877_SX11	TU877(SX11)	Niederried Ursisbalm 1913	FurtwanglerNatureCommunications2020	Direct: IntCal20	6355	30	4455-4355 calBCE (5587±22 BP, BE-8011.1.1)	Switzerland_LN	Niederried Ursisbalm	Switzerland	47.0117074	7.2505417	1240K	1	1.990087	709264	F	n/a (no relatives detected)	n/a (female)	n/a (female)	J1c1b	ds.half	TU877(SX11)	PASS	..	1	1	1	1	1	France.Switzerland	Switzerland	N	0.792996	0.768	0.014	0.471613	0.235	0.766	-0.002	0.016	0.019	0.019	-0.1	0.792996	Use	France.Switzerland_8100.to.5700BP	Switzerland_8100.to.5700BP	France.Switzerland_8100.to.5700BP_lowEEF	France.Switzerland_8100.to.5700BP	0.000043
