Index	Version ID	Master ID	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Y haplogroup in terminal mutation notation (automatically called)	mt haplogroup	Method for Determining Date (including any warnings)	Data type	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
320.0	S_Bergamo-1.DG	HGDP01153	..	..	2016	MallickNature2016	Modern	0	0	present	..	Italian_North.DG	Bergamo	Italy	46	10	Shotgun.diploid	1	68.6	1118868	..	M	n/a (no relatives detected)	I2a1b2a2b	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	PASS	SGDP, Fully Public																										Italian_North.DG				
325.0	S_BedouinB-1.DG	HGDP00616	HGDP00616		2016	MallickNature2016	Modern	0	0	present	..	BedouinB.DG	Negev	Israel	31	35	Shotgun.diploid	1	43.86	1118872	..	M	n/a (no relatives detected)	J1a2a1a2d2b2b2c4b1c3a1a1~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_BedouinB-1	PASS	SGDP, Fully Public																										BedouinB.DG				
	S_Iraqi_Jew-2.DG	IraqiJew4291	IraqiJew4291			MallickNature2016	Modern	0	0	present		Jew_Iraqi.DG	..	Iraq	33.33333333	44.43333333	Shotgun.diploid		46.39	1119252		M		J1a2a1a2d2b2b2c2a~																		PASS	SGDP, Fully Public	J-Z18271	..																								Jew_Iraqi.DG				
	S_Polish-1.DG	S_Polish-1	S_Polish-1			MallickNature2016	Modern	0	0	present		Polish.DG	..	Poland	52.23333333	21.01666667	Shotgun.diploid		47.88	1119210		M		R1b1a1b1b3a1a1b																		PASS	SGDP, Fully Public	R-Y23493	..																								Polish.DG				
337.0	S_BedouinB-2.DG	HGDP00650	HGDP00650		2016	MallickNature2016	Modern	0	0	present	..	BedouinB.DG	Negev	Israel	31	35	Shotgun.diploid	1	42.04	1118886	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_BedouinB-2	PASS	SGDP, Fully Public																										BedouinB.DG				
347.0	S_Druze-1.DG	HGDP00569	HGDP00569		2016	MallickNature2016	Modern	0	0	present	..	Druze.DG	Carmel	Israel	32	35	Shotgun.diploid	1	50.2	1118751	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Druze-1	PASS	SGDP, Fully Public																										Druze.DG				
354.0	S_Tuscan-1.DG	HGDP01168	HGDP01168		2016	MallickNature2016	Modern	0	0	present	..	Tuscan_1.DG	Tuscany	Italy	43	11	Shotgun.diploid	1	39.71	1118228	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Tuscan-1	PASS	SGDP, Fully Public																										Tuscan_1.DG				
356.0	S_Russian-2.DG	HGDP00903	HGDP00903		2016	MallickNature2016	Modern	0	0	present	..	Russian.DG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid	1	39.17	1119021	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Russian-2	PASS	SGDP, Fully Public																										Russian.DG				
	S_Hungarian-1.DG	NA15203	NA15203			MallickNature2016		0	0	present		Hungarian.DG	..	Hungary	47.5	19.1		1	40.05	1118682		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	S_Hungarian-1	PASS	SGDP, Fully Public	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Austria.Hungary.Slovenia	Hungary	Modern	0.0	0.676	0.015	0.246674	0.132	0.419	0.449	0.014	0.015	0.017	26.4	0.246674	Use	Austria.Hungary.Slovenia_Modern	Hungary_Modern	Austria.Hungary.Slovenia_Modern	Austria.Hungary.Slovenia_Modern	
	S_Abkhasian-1.DG	abh107	abh107			MallickNature2016	Modern	0	0	present		Russia_Abkhasian.DG	Sukhum	Russia	43.003333	41.015278	Shotgun.diploid		37.58	1119737		M		G2a1a1a3a1~																		PASS	SGDP, Fully Public	G-Y36036	..																								Russia_Abkhasian.DG				
	S_Iranian-1.DG	iran17	iran17			MallickNature2016	Modern	0	0	present		Iranian.DG	Iran migrants sampled in Kuwait	Iran	35.585852	51.459961	Shotgun.diploid		38.65	1119186		M		Q2a1a3a1																		PASS	SGDP, Fully Public	Q-BZ3057	..																								Iranian.DG				
	S_Icelandic-2.DG	NA15763	NA15763			MallickNature2016	Modern	0	0	present		Icelandic.DG	..	Iceland	64.13333333	-21.93333333	Shotgun.diploid		49.25	1119232		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Icelandic.DG				
407.0	B_Sardinian-3.DG	HGDP01076	HGDP01076		2013	PrueferNature2013	Modern	0	0	present	..	Sardinian.DG	..	Italy	40	9	Shotgun.diploid	1	39.48	1119189	..	M	n/a (no relatives detected)	J1a2a1a2d2b2b1a~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	B_Sardinian-3	PASS	SGDP version of Literature data																										Sardinian.DG				
	S_Iraqi_Jew-1.DG	IraqiJew1771	IraqiJew1771			MallickNature2016	Modern	0	0	present		Jew_Iraqi.DG	..	Iraq	33.33333333	44.43333333	Shotgun.diploid		41.9	1119265		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Jew_Iraqi.DG				
	S_Czech-2.DG	NA15728	NA15728			MallickNature2016		0	0	present		Czech.DG	..	Czech Republic	50.1	14.4		1	49.74	1119313		M	n/a (no relatives detected)	J1a2a1a2c1a1a2a~																n/a (modern)	S_Czech-2	PASS	SGDP, Fully Public	J-ZS12015	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	CzechRepublic.Slovakia.Germany	Czech Republic	Modern	0.0	0.661	0.013	0.543842	0.165	0.398	0.437	0.014	0.016	0.019	23.0	0.543842	Use	CzechRepublic.Slovakia.Germany_Modern	CzechRepublic_Modern	CzechRepublic.Slovakia.Germany_Modern	CzechRepublic.Slovakia.Germany_Modern	
	S_Lezgin-2.DG	S_Lezgin-2	S_Lezgin-2			MallickNature2016	Modern	0	0	present		Lezgin.DG	Dagestanskiye Ogni, Dagestan	Russia	42.116667	48.183333	Shotgun.diploid		40.22	1120036		M		R1b1a1b1b																		PASS	SGDP, Fully Public	R-A12317	..																								Lezgin.DG				
	S_Greek-1.DG	NA17377	NA17377			MallickNature2016	Modern	0	0	present		Greek_1.DG	..	Greece	37.96666667	23.71666667	Shotgun.diploid		37.73	1118344		M		E1b1b1a1b1a6a1~																		PASS	SGDP, Fully Public	E-Z17264	..																								Greek_1.DG				
	S_Armenian-1.DG	armenia293	armenia293			MallickNature2016	Modern	0	0	present		Armenian.DG	Yerevan	Armenia	39.815278	46.751944	Shotgun.diploid		39.89	1119649		M		J2a1a4b																		PASS	SGDP, Fully Public	J-Z43334	..																								Armenian.DG				
	S_Estonian-2.DG	Est400	Est400			MallickNature2016	Modern	0	0	present		Estonian.DG	Avinurme	Estonia	58.985304	26.863777	Shotgun.diploid		35.24	1118928		M		N1a1a1a1a1a1a1a4e~																		PASS	SGDP, Fully Public	N-BY14141	..																								Estonian.DG				
	S_English-1.DG	HG00126	HG00126			MallickNature2016		0	0	present		English.DG	England, Kent	United Kingdom	51.19	0.73		1	41.37	1118431		M	n/a (no relatives detected)	R1b1a1b1a1a2a1b1a1a~																n/a (modern)	S_English-1	PASS	SGDP, Fully Public	R-CTS4863	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	England.and.Wales	England.Southeast	Modern	0.0	0.673	0.012	0.620212	0.14	0.409	0.451	0.013	0.015	0.019	23.7	0.620212	Use	England.and.Wales_Modern	England.Southeast_Modern	England.and.Wales_Modern	England.and.Wales_Modern	0.699794
461.0	S_Sardinian-1.DG	HGDP01079	HGDP01079		2016	MallickNature2016	Modern	0	0	present	..	Sardinian.DG	Sardinia	Italy	40	9	Shotgun.diploid	1	36.38	1118803	..	M	n/a (no relatives detected)	J1a2a1a2d2b2b2c4a1~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Sardinian-1	PASS	SGDP, Fully Public																										Sardinian.DG				
463.0	S_Russian-1.DG	HGDP00887	HGDP00887		2016	MallickNature2016	Modern	0	0	present	..	Russian.DG	Vologda Administrative Region	Russia	61	40	Shotgun.diploid	1	39.38	1118602	..	M	n/a (no relatives detected)	I2a1a2b1a1a2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Russian-1	PASS	SGDP, Fully Public																										Russian.DG				
465.0	S_Tuscan-2.DG	HGDP01163	HGDP01163		2016	MallickNature2016	Modern	0	0	present	..	Tuscan_1.DG	Tuscany	Italy	43	11	Shotgun.diploid	1	41.41	1116957	..	M	n/a (no relatives detected)	J2a1a1a2b2a1a1a2a~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Tuscan-2	PASS	SGDP, Fully Public																										Tuscan_1.DG				
473.0	S_Basque-2.DG	HGDP01365	HGDP01365		2016	MallickNature2016	Modern	0	0	present	..	Basque.DG	..	France	43	0	Shotgun.diploid	1	38.49	1119519	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Basque-2	PASS	SGDP, Fully Public																										Basque.DG				
476.0	S_Orcadian-2.DG	HGDP00796	HGDP00796		2016	MallickNature2016	Modern	0	0	present	..	Orcadian.DG	..	United Kingdom	59	-3	Shotgun.diploid	1	39.79	1119009	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Orcadian-2	PASS	SGDP, Fully Public																										Orcadian.DG				
487.0	B_French-3.DG	HGDP00533	HGDP00533		2013	PrueferNature2013	Modern	0	0	present	..	French.DG	..	France	46	2	Shotgun.diploid	1	43.37	1118264	..	M	n/a (no relatives detected)	R1b1a1b1a1a1d2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	B_French-3	PASS	SGDP version of Literature data																										French.DG				
	S_Armenian-2.DG	S_Armenian-2	S_Armenian-2			MallickNature2016	Modern	0	0	present		Armenian.DG	Kars (ancestors from Kars, born in Akhuzyan)	Armenia	40.604517	43.100758	Shotgun.diploid		45.36	1119554		M		R1b1a1b1b																		PASS	SGDP, Fully Public	R-A12337	..																								Armenian.DG				
	S_Yemenite_Jew-1.DG	YemeniteJew4695	YemeniteJew4695			MallickNature2016	Modern	0	0	present		Jew_Yemenite.DG	..	Yemen	15.35	44.2	Shotgun.diploid		51.6	1118245		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Jew_Yemenite.DG				
	S_Turkish-2.DG	S_Turkish-2	S_Turkish-2			MallickNature2016	Modern	0	0	present		Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	Shotgun.diploid		44.31	1119238		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Turkish.DG				
	S_Turkish-1.DG	S_Turkish-1	S_Turkish-1			MallickNature2016	Modern	0	0	present		Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	Shotgun.diploid		44.86	1119929		M		R1b1a1b1a1a2c1a5c2																		PASS	SGDP, Fully Public	R-BY11117	..																								Turkish.DG				
	S_Spanish-2.DG	HG01504	HG01504			MallickNature2016		0	0	present		Spanish.DG	Castilla la Mancha	Spain	39.9	-4		1	42.97	1116531		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	S_Spanish-2	PASS	SGDP, Fully Public	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Spain.Portugal	Spain	Modern	0.0	0.772	0.011	1e-06	0.106	0.557	0.337	0.012	0.016	0.019	17.7	1e-06	Use	Ignore_Spain.Portugal_Modern	Ignore_Spain_Modern	Ignore_Spain.Portugal_Modern_o	Spain.Portugal_Modern	1.7e-05
	S_Iranian-2.DG	iran11	iran11			MallickNature2016	Modern	0	0	present		Iranian.DG	Iran migrants sampled in Kuwait	Iran	35.585852	51.459961	Shotgun.diploid		45.78	1120230		M		E1b1b1a1b2																		PASS	SGDP, Fully Public	E-V2418	..																								Iranian.DG				
	S_Greek-2.DG	NA17374	NA17374			MallickNature2016	Modern	0	0	present		Greek_2.DG	..	Greece	37.96666667	23.71666667	Shotgun.diploid		45.48	1118428		M		G2a2b2a1a1																		PASS	SGDP, Fully Public	G-PF3345	..																								Greek_2.DG				
	S_Jordanian-1.DG	Jordan445	Jordan445			MallickNature2016	Modern	0	0	present		Jordanian.DG	Jordan migrants sampled in Kuwait	Jordan	32.054645	35.914307	Shotgun.diploid		46.13	1118297		M		J2a1																		PASS	SGDP, Fully Public	J-S15572	..																								Jordanian.DG				
	S_Yemenite_Jew-2.DG	YemeniteJew5433	YemeniteJew5433			MallickNature2016	Modern	0	0	present		Jew_Yemenite.DG	..	Yemen	15.35	44.2	Shotgun.diploid		55.85	1119677		M		T1a1a1b2b																		PASS	SGDP, Fully Public	T-Y79493	..																								Jew_Yemenite.DG				
525.0	S_Orcadian-1.DG	HGDP00798	HGDP00798		2016	MallickNature2016	Modern	0	0	present	..	Orcadian.DG	..	United Kingdom	59	-3	Shotgun.diploid	1	40.22	1119218	..	M	n/a (no relatives detected)	R1b1a1b1a1a1b1a1a	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Orcadian-1	PASS	SGDP, Fully Public																										Orcadian.DG				
528.0	S_Basque-1.DG	HGDP01364	HGDP01364		2016	MallickNature2016	Modern	0	0	present	..	Basque.DG	..	France	43	0	Shotgun.diploid	1	41.85	1119395	..	M	n/a (no relatives detected)	R1b1a1b1a1a2a1a1a1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Basque-1	PASS	SGDP, Fully Public																										Basque.DG				
534.0	S_Palestinian-1.DG	HGDP00722	HGDP00722		2016	MallickNature2016	Modern	0	0	present	..	Palestinian.DG	Central	Israel	32	35	Shotgun.diploid	1	45.9	1119647	..	M	n/a (no relatives detected)	E1b1b1a1b2a2~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Palestinian-1	PASS	SGDP, Fully Public																										Palestinian.DG				
	S_Norwegian-1.DG	S_Norwegian-1	S_Norwegian-1			MallickNature2016	Modern	0	0	present		Norwegian.DG	..	Norway	..	..	Shotgun.diploid		49.55	1118838		U		n/a (sex unknown)																		PASS	SGDP, Fully Public	n/a (sex unknown)	..																								Norwegian.DG				
	S_Georgian-2.DG	mg31	mg31			MallickNature2016	Modern	0	0	present		Georgian.DG	Zugdidi in Megrelia	Georgia	42.5	41.85	Shotgun.diploid		33.95	1120449		M		J2a1																		PASS	SGDP, Fully Public	J-Y25815	..																								Georgian.DG				
550.0	S_Sardinian-2.DG	HGDP01078	HGDP01078		2016	MallickNature2016	Modern	0	0	present	..	Sardinian.DG	Sardinia	Italy	40	9	Shotgun.diploid	1	34.77	1118627	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Sardinian-2	PASS	SGDP, Fully Public																										Sardinian.DG				
	S_Chechen-1.DG	ch113	ch113			MallickNature2016	Modern	0	0	present		Chechen.DG	Grozny, Chechen Republic	Russia	43.333333	45.65	Shotgun.diploid		43.16	1118864		M		I1a1b1a4a1a1b1a2a~																		PASS	SGDP, Fully Public	J-ZS11316	..																								Chechen.DG				
	S_Abkhasian-2.DG	S_Abkhasian-2	S_Abkhasian-2			MallickNature2016	Modern	0	0	present		Russia_Abkhasian.DG	Sukhum	Russia	43.003333	41.015278	Shotgun.diploid		38.86	1119154		M		J2a1a1a2b2a3b1a1a2~																		PASS	SGDP, Fully Public	J-Y30811	..																								Russia_Abkhasian.DG				
	S_Icelandic-1.DG	NA15761	NA15761			MallickNature2016	Modern	0	0	present		Icelandic.DG	..	Iceland	64.13333333	-21.93333333	Shotgun.diploid		38.34	1118417		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Icelandic.DG				
	S_English-2.DG	HG00128	HG00128			MallickNature2016		0	0	present		English.DG	England, Kent	United Kingdom	51.19	0.73		1	45.54	1116731		F	n/a (no relatives detected)	n/a (female)																n/a (modern)	S_English-2	PASS	SGDP, Fully Public	n/a (female)	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	England.and.Wales	England.Southeast	Modern	0.0	0.661	0.012	0.856571	0.135	0.401	0.465	0.014	0.016	0.02	23.3	0.856571	Use	England.and.Wales_Modern	England.Southeast_Modern	England.and.Wales_Modern	England.and.Wales_Modern	0.525771
569.0	S_Palestinian-2.DG	HGDP00725	HGDP00725		2016	MallickNature2016	Modern	0	0	present	..	Palestinian.DG	Central	Israel	32	35	Shotgun.diploid	1	41.82	1119190	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Palestinian-2	PASS	SGDP, Fully Public																										Palestinian.DG				
574.0	S_Druze-2.DG	HGDP00597	HGDP00597		2016	MallickNature2016	Modern	0	0	present	..	Druze.DG	Carmel	Israel	32	35	Shotgun.diploid	1	44.56	1114457	..	M	n/a (no relatives detected)	J1a2a1a2d2b2b2c4d2a2a5a1a~	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	S_Druze-2	PASS	SGDP, Fully Public																										Druze.DG				
	S_Hungarian-2.DG	NA15202	NA15202			MallickNature2016		0	0	present		Hungarian.DG	..	Hungary	47.5	19.1		1	40.73	1117839		M	n/a (no relatives detected)	I1a2a1a1a5a1a2a~																n/a (modern)	S_Hungarian-2	PASS	SGDP, Fully Public	I-A2064	..	Modern	Shotgun.diploid	1.0	1.0	1.0	0.0	1.0	Austria.Hungary.Slovenia	Hungary	Modern	0.0	0.64	0.013	4e-06	0.14	0.397	0.463	0.014	0.015	0.019	24.4	4e-06	Use	Ignore_Austria.Hungary.Slovenia_Modern	Ignore_Hungary_Modern	Ignore_Austria.Hungary.Slovenia_Modern	Austria.Hungary.Slovenia_Modern	
	S_Bulgarian-1.DG	BulgarianB4	BulgarianB4			MallickNature2016	Modern	0	0	present		Bulgarian.DG	Plovdiv	Bulgaria	42.163403	24.741211	Shotgun.diploid		42.71	1114859		M		J2b2a1a1a1a1a2a2~																		PASS	SGDP, Fully Public	J-Y80036	..																								Bulgarian.DG				
594.0	S_Adygei-2.DG	HGDP01401	HGDP01401		2016	MallickNature2016	Modern	0	0	present	..	Adygei.DG	Krasnodar	Russia	44	39	Shotgun.diploid	1	35.33	1117652	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Adygei-2	PASS	SGDP, Fully Public																										Adygei.DG				
595.0	S_Bergamo-2.DG	HGDP01172	HGDP01172		2016	MallickNature2016	Modern	0	0	present	..	Bergamo.DG	Bergamo	Italy	46	10	Shotgun.diploid	1	80.02	1118607	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Bergamo-2	PASS	SGDP, Fully Public																										Bergamo.DG				
598.0	S_French-2.DG	HGDP00526	HGDP00526		2016	MallickNature2016	Modern	0	0	present	..	French.DG	..	France	46	2	Shotgun.diploid	1	40.2	1116814	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_French-2	PASS	SGDP, Fully Public																										French.DG				
606.0	S_Palestinian-3.DG	HGDP00737	HGDP00737		2016	MallickNature2016	Modern	0	0	present	..	Palestinian.DG	Central	Israel	32	35	Shotgun.diploid	1	40.27	1118337	..	F	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	S_Palestinian-3	PASS	SGDP, Fully Public																										Palestinian.DG				
	S_Bulgarian-2.DG	BulgarianC1	BulgarianC1			MallickNature2016	Modern	0	0	present		Bulgarian.DG	Plovdiv	Bulgaria	42.163403	24.741211	Shotgun.diploid		37.52	1114912		M		E1b1b1a1b1a10g~																		PASS	SGDP, Fully Public	E-FGC33614	..																								Bulgarian.DG				
	S_Georgian-1.DG	mg27	mg27			MallickNature2016	Modern	0	0	present		Georgian.DG	Zugdidi in Megrelia	Georgia	42.5	41.85	Shotgun.diploid		42.73	1120277		M		G2a1a1a1a1a1a1a2a1																		PASS	SGDP, Fully Public	G-Z31461	..																								Georgian.DG				
	S_Albanian-1.DG	ALB212	ALB212			MallickNature2016	Modern	0	0	present		Albanian.DG	Tirana	Albania	41.33	19.83	Shotgun.diploid		36.15	1120101		F		n/a (female)																		PASS	SGDP, Fully Public	n/a (female)	..																								Albanian.DG				
	S_Estonian-1.DG	Est375	Est375			MallickNature2016	Modern	0	0	present		Estonian.DG	Parnu	Estonia	58.385572	24.502154	Shotgun.diploid		38.39	1119394		M		N1a1a1a1a1a2a1a2b~																		PASS	SGDP, Fully Public	N-Y16267	..																								Estonian.DG				
	S_Lezgin-1.DG	lez49	lez49			MallickNature2016	Modern	0	0	present		Lezgin.DG	Dagestanskiye Ogni, Dagestan	Russia	42.116667	48.183333	Shotgun.diploid		40.31	1119777		M		R1b1a1b1b3																		PASS	SGDP, Fully Public	R-A12360	..																								Lezgin.DG				
	I0156.SG	I0156	Hinxton12880, skeleton1964, HI1			SchiffelsNatureCommunications2016		1981	43	149 calBCE - 60 calCE (2039±27 BP, OxA-29573)		England_IA_ERoman.SG	England, South Cambridgeshire, East Anglia, Hinxton	United Kingdom	52.08	0.18		1	0.818	648379		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.plus	..	PASS	Literature	R-L21	K1a1b1b	Direct: IntCal20	Shotgun	1.0	1.0	1.0	0.0	1.0	England.and.Wales	England.EastAnglia	IA	0.0	0.667	0.013	0.847687	0.14	0.36	0.5	0.014	0.017	0.021	23.8	0.847687	Use	England.and.Wales_IA	England.EastAnglia_IA	England.and.Wales_IA	England.and.Wales_IA	0.169548
	I0157.SG	I0157	Hinxton12881, skeleton241, HS1			SchiffelsNatureCommunications2016		1227	35	665-775 calCE (1288±25 BP, OxA-29574)		England_EarlyMedieval_Saxon.SG	England, South Cambridgeshire, East Anglia, Hinxton	United Kingdom	52.08	0.18		1	3.919	1075002		F	n/a (no relatives detected)	n/a (female)																ds.plus	..	PASS	Literature	n/a (female)	H2a2b1	Direct: IntCal20	Shotgun	1.0	1.0	1.0	0.0	1.0	England.and.Wales	England.EastAnglia	PostIA	0.0	0.644	0.012	0.657107	0.151	0.346	0.503	0.013	0.016	0.02	25.2	0.657107	Use	England.and.Wales_PostIA	England.EastAnglia_PostIA	England.and.Wales_PostIA	England.and.Wales_PostIA	0.68191
	I0159.SG	I0159	Hinxton12883, skeleton5518, HS2			SchiffelsNatureCommunications2016		1234	47	643-821 calCE (1320±45 BP, OxA-X-2565-12)		England_EarlyMedieval_Saxon.SG	England, South Cambridgeshire, East Anglia, Hinxton	United Kingdom	52.08	0.18		1	2.893	1053773		F	n/a (no relatives detected)	n/a (female)																ds.plus	..	PASS	Literature	n/a (female)	K1a4a1a2b	Direct: IntCal20	Shotgun	1.0	1.0	1.0	0.0	1.0	England.and.Wales	England.EastAnglia	PostIA	0.0	0.641	0.012	0.664189	0.164	0.356	0.48	0.014	0.016	0.02	24.0	0.664189	Use	England.and.Wales_PostIA	England.EastAnglia_PostIA	England.and.Wales_PostIA	England.and.Wales_PostIA	0.367583
